Species,Plot,Year,Date,Subplot,n.seed.inf,n.ind,Treat.Code,p.viable
Agoseris heterophylla,15,2017,5/15/17,No Grass,18,4,W,0.954436451
Agoseris heterophylla,15,2017,5/15/17,No Grass,24,6,W,0.954436451
Agoseris heterophylla,15,2017,5/15/17,No Grass,30,2,W,0.954436451
Calycadenia pauciflora,15,2017,8/20/17,No Grass,6,2,W,0.4575
Calycadenia pauciflora,15,2017,8/20/17,No Grass,7,1,W,0.4575
Calycadenia pauciflora,15,2017,8/20/17,No Grass,6,4,W,0.4575
Calycadenia pauciflora,15,2017,8/20/17,No Grass,6,3,W,0.4575
Calycadenia pauciflora,15,2017,9/18/17,No Grass,1,9,W,0.4575
Calycadenia pauciflora,15,2017,9/18/17,No Grass,4,5,W,0.4575
Calycadenia pauciflora,15,2017,9/18/17,No Grass,1,8,W,0.4575
Calycadenia pauciflora,15,2017,9/18/17,No Grass,3,6,W,0.4575
Calycadenia pauciflora,15,2017,9/18/17,No Grass,1,10,W,0.4575
Calycadenia pauciflora,15,2017,8/20/17,No Grass,1,7,W,0.4575
Clarkia purpurea,15,2017,6/27/17,No Grass,4,20,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,0,16,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,14,21,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,8,15,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,12,17,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,0,19,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,11,18,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,12,11,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,16,14,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,34,12,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,9,9,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,17,13,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,0,8,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,36,10,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,25,7,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,42,6,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,9,1,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,8,3,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,7,5,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,15,2,W,0.342727273
Clarkia purpurea,15,2017,6/27/17,No Grass,20,4,W,0.342727273
Hemizonia congesta,15,2017,9/18/17,No Grass,2.4,5,W,0.479375
Hemizonia congesta,15,2017,9/18/17,No Grass,2.4,3,W,0.479375
Hemizonia congesta,15,2017,9/18/17,No Grass,2.4,4,W,0.479375
Hemizonia congesta,15,2017,9/18/17,No Grass,2.4,2,W,0.479375
Hemizonia congesta,15,2017,9/18/17,No Grass,2.4,1,W,0.479375
Lasthenia californica,15,2017,5/15/17,No Grass,20,4,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,15,1,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,25,3,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,0,2,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,51,5,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,9,6,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,27,7,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,13,8,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,21,9,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,28,10,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,29,11,W,0.973557692
Lasthenia californica,15,2017,5/15/17,No Grass,0,12,W,0.973557692
Agoseris heterophylla,17,2017,5/15/17,Grass,9,5,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,Grass,33,1,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,Grass,9,3,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,Grass,21,2,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,Grass,13,4,W,0.954436451
Calycadenia pauciflora,17,2017,8/20/17,Grass,3,2,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,Grass,4,1,W,0.4575
Hemizonia congesta,17,2017,9/18/17,Grass,3,5,W,0.479375
Hemizonia congesta,17,2017,9/18/17,Grass,3,4,W,0.479375
Hemizonia congesta,17,2017,9/18/17,Grass,3,3,W,0.479375
Hemizonia congesta,17,2017,9/18/17,Grass,3,1,W,0.479375
Hemizonia congesta,17,2017,9/18/17,Grass,3,2,W,0.479375
Lasthenia californica,17,2017,5/15/17,Grass,9,8,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,35,7,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,55,9,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,27,2,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,9,4,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,29,6,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,0,3,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,0,5,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,29,1,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,29,10,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,12,11,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,7,12,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,2,13,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,2,14,W,0.973557692
Lasthenia californica,17,2017,5/15/17,Grass,25,15,W,0.973557692
Agoseris heterophylla,17,2017,5/15/17,No Grass,37,5,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,No Grass,23,4,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,No Grass,21,3,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,No Grass,47,6,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,No Grass,9,2,W,0.954436451
Agoseris heterophylla,17,2017,5/15/17,No Grass,16,1,W,0.954436451
Calycadenia pauciflora,17,2017,8/20/17,No Grass,2,15,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,4,8,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,2,14,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,1,17,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,0,18,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,2,12,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,4,4,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,4,7,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,2,16,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,4,5,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,4,9,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,4,6,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,3,10,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,2,13,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,5,3,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,5,1,W,0.4575
Calycadenia pauciflora,17,2017,8/20/17,No Grass,5,2,W,0.4575
Calycadenia pauciflora,17,2017,9/18/17,No Grass,2,11,W,0.4575
Clarkia purpurea,17,2017,6/27/17,No Grass,15,2,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,9,4,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,14,3,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,2,6,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,13,7,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,8,5,W,0.342727273
Clarkia purpurea,17,2017,6/27/17,No Grass,35,1,W,0.342727273
Hemizonia congesta,17,2017,9/18/17,No Grass,2.6,1,W,0.479375
Hemizonia congesta,17,2017,9/18/17,No Grass,2.6,2,W,0.479375
Hemizonia congesta,17,2017,9/18/17,No Grass,2.6,3,W,0.479375
Hemizonia congesta,17,2017,9/18/17,No Grass,2.6,4,W,0.479375
Hemizonia congesta,17,2017,9/18/17,No Grass,2.6,5,W,0.479375
Lasthenia californica,17,2017,6/27/17,No Grass,13,1,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,35,3,W,0.973557692
Lasthenia californica,17,2017,6/27/17,No Grass,64,2,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,49,4,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,37,11,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,11,7,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,13,10,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,0,12,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,9,13,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,26,14,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,16,6,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,32,5,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,10,8,W,0.973557692
Lasthenia californica,17,2017,5/15/17,No Grass,8,9,W,0.973557692
Agoseris heterophylla,18,2017,6/27/17,Grass,17,5,C,0.954436451
Agoseris heterophylla,18,2017,6/27/17,Grass,16,4,C,0.954436451
Agoseris heterophylla,18,2017,6/27/17,Grass,13,6,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,Grass,10,3,C,0.954436451
Agoseris heterophylla,18,2017,6/27/17,Grass,21,7,C,0.954436451
Agoseris heterophylla,18,2017,6/27/17,Grass,5,9,C,0.954436451
Agoseris heterophylla,18,2017,6/27/17,Grass,30,8,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,Grass,11,2,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,Grass,22,1,C,0.954436451
Calycadenia pauciflora,18,2017,8/20/17,Grass,5,2,C,0.4575
Calycadenia pauciflora,18,2017,8/20/17,Grass,6,1,C,0.4575
Calycadenia pauciflora,18,2017,8/20/17,Grass,4,3,C,0.4575
Calycadenia pauciflora,18,2017,8/20/17,Grass,0,4,C,0.4575
Hemizonia congesta,18,2017,9/18/17,Grass,2.8,1,C,0.479375
Hemizonia congesta,18,2017,9/18/17,Grass,2.8,5,C,0.479375
Hemizonia congesta,18,2017,9/18/17,Grass,2.8,3,C,0.479375
Hemizonia congesta,18,2017,9/18/17,Grass,2.8,2,C,0.479375
Hemizonia congesta,18,2017,9/18/17,Grass,2.8,4,C,0.479375
Lasthenia californica,18,2017,6/27/17,Grass,6,2,C,0.973557692
Lasthenia californica,18,2017,6/27/17,Grass,53,1,C,0.973557692
Lasthenia californica,18,2017,6/27/17,Grass,11,3,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,12,17,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,21,15,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,11,16,C,0.973557692
Lasthenia californica,18,2017,6/27/17,Grass,15,4,C,0.973557692
Lasthenia californica,18,2017,6/27/17,Grass,26,5,C,0.973557692
Lasthenia californica,18,2017,6/27/17,Grass,56,6,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,34,7,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,19,8,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,23,14,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,20,9,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,16,10,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,21,11,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,31,12,C,0.973557692
Lasthenia californica,18,2017,5/15/17,Grass,30,13,C,0.973557692
Agoseris heterophylla,18,2017,5/15/17,No Grass,38,1,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,No Grass,0,4,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,No Grass,22,3,C,0.954436451
Agoseris heterophylla,18,2017,5/15/17,No Grass,21,2,C,0.954436451
Clarkia purpurea,18,2017,6/27/17,No Grass,10,1,C,0.342727273
Hemizonia congesta,18,2017,9/18/17,No Grass,4,2,C,0.479375
Hemizonia congesta,18,2017,9/18/17,No Grass,4,5,C,0.479375
Hemizonia congesta,18,2017,9/18/17,No Grass,4,1,C,0.479375
Hemizonia congesta,18,2017,9/18/17,No Grass,4,4,C,0.479375
Hemizonia congesta,18,2017,9/18/17,No Grass,4,3,C,0.479375
Lasthenia californica,18,2017,5/15/17,No Grass,58,15,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,15,16,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,34,11,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,49,12,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,23,10,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,9,14,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,42,17,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,54,13,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,29,8,C,0.973557692
Lasthenia californica,18,2017,5/15/17,No Grass,79,9,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,13,1,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,20,2,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,44,5,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,16,6,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,23,7,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,16,3,C,0.973557692
Lasthenia californica,18,2017,6/27/17,No Grass,17,4,C,0.973557692
Agoseris heterophylla,19,2017,6/27/17,Grass,32,3,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,Grass,27,4,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,Grass,10,2,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,Grass,30,1,W,0.954436451
Calycadenia pauciflora,19,2017,8/20/17,Grass,7,1,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,6,3,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,6,4,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,7,2,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,3,14,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,6,5,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,6,6,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,1,24,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,19,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,4,10,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,15,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,16,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,18,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,1,23,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,2,22,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,20,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,2,21,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,6,7,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,Grass,2.16,17,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,5,8,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,5,9,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,3,13,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,4,12,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,Grass,4,11,W,0.4575
Clarkia purpurea,19,2017,6/27/17,Grass,36,9,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,24,8,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,44,7,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,8,5,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,2,6,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,12,3,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,23,1,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,24,2,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,Grass,0,4,W,0.342727273
Hemizonia congesta,19,2017,9/18/17,Grass,2.8,5,W,0.479375
Hemizonia congesta,19,2017,9/18/17,Grass,2.8,4,W,0.479375
Hemizonia congesta,19,2017,9/18/17,Grass,2.8,1,W,0.479375
Hemizonia congesta,19,2017,9/18/17,Grass,2.8,3,W,0.479375
Hemizonia congesta,19,2017,9/18/17,Grass,2.8,2,W,0.479375
Lasthenia californica,19,2017,6/27/17,Grass,24,1,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,41,3,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,26,4,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,4,5,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,11,2,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,21,16,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,32,17,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,0,18,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,71,19,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,24,11,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,50,12,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,31,6,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,66,15,W,0.973557692
Lasthenia californica,19,2017,6/27/17,Grass,8,7,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,14,8,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,11,9,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,54,10,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,32,13,W,0.973557692
Lasthenia californica,19,2017,5/15/17,Grass,47,14,W,0.973557692
Agoseris heterophylla,19,2017,6/27/17,No Grass,46,8,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,52,9,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,13,10,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,23,7,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,45,11,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,50,12,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,No Grass,41,3,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,14,15,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,74,13,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,8,14,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,7,16,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,No Grass,57,2,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,No Grass,66,1,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,No Grass,44,4,W,0.954436451
Agoseris heterophylla,19,2017,6/27/17,No Grass,58,6,W,0.954436451
Agoseris heterophylla,19,2017,5/15/17,No Grass,69,5,W,0.954436451
Calycadenia pauciflora,19,2017,8/20/17,No Grass,2,38,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,3,37,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,3,36,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,8,3,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,2,39,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,3,31,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,0,47,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,0,48,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,2,40,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,1,42,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,1,43,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,3,34,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,3,35,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,2,41,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,1,44,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,3,33,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,8,1,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,1,45,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,4,26,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,3,32,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,4,27,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,8,2,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,4,28,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,4,25,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,4,29,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,4,30,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,7,6,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,5,23,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,7,4,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,1,46,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,7,7,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,16,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,7,5,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,8,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,5,24,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,15,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,9,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,5,20,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,17,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,10,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,13,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,6,14,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,12,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,6,18,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,6,11,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,5,21,W,0.4575
Calycadenia pauciflora,19,2017,8/20/17,No Grass,5,19,W,0.4575
Calycadenia pauciflora,19,2017,9/18/17,No Grass,5,22,W,0.4575
Clarkia purpurea,19,2017,6/27/17,No Grass,39,1,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,28,2,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,41,4,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,13,6,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,23,3,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,8,5,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,6,15,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,12,13,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,1,7,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,36,14,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,21,12,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,19,8,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,6,10,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,22,9,W,0.342727273
Clarkia purpurea,19,2017,6/27/17,No Grass,32,11,W,0.342727273
Hemizonia congesta,19,2017,9/18/17,No Grass,3.2,5,W,0.479375
Hemizonia congesta,19,2017,9/18/17,No Grass,3.2,4,W,0.479375
Hemizonia congesta,19,2017,9/18/17,No Grass,3.2,2,W,0.479375
Hemizonia congesta,19,2017,9/18/17,No Grass,3.2,3,W,0.479375
Hemizonia congesta,19,2017,9/18/17,No Grass,3.2,1,W,0.479375
Lasthenia californica,19,2017,6/27/17,No Grass,40,1,W,0.973557692
Lasthenia californica,19,2017,6/27/17,No Grass,15,2,W,0.973557692
Lasthenia californica,19,2017,6/27/17,No Grass,88,3,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,39,12,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,8,13,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,34,14,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,10,15,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,14,9,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,64,11,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,69,10,W,0.973557692
Lasthenia californica,19,2017,6/27/17,No Grass,14,4,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,35,6,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,27,7,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,29,8,W,0.973557692
Lasthenia californica,19,2017,5/15/17,No Grass,15,5,W,0.973557692
Agoseris heterophylla,23,2017,6/27/17,Grass,21,3,W,0.954436451
Agoseris heterophylla,23,2017,5/15/17,Grass,8,2,W,0.954436451
Agoseris heterophylla,23,2017,5/15/17,Grass,6,1,W,0.954436451
Calycadenia pauciflora,23,2017,8/20/17,Grass,4,7,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,1,14,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,1,16,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,1,15,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,1,13,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,4,8,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,2,10,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,3,9,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,7,1,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,1,12,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,6,2,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,6,3,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,5,6,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,6,4,W,0.4575
Calycadenia pauciflora,23,2017,8/20/17,Grass,5,5,W,0.4575
